Industry,Gig_Worker_Percentage,Revenue_Growth,Cost_Savings,Employee_Turnover,Gig_Dependency_Level,Gig_Satisfaction_Score,Policy_Support_Level,Collaboration_Level,Impact_on_Company
Tech,38.0435802891982,8.410983792071056,11.531523617097578,12.715878063295557,4,2,2,1,0
Healthcare,87.32044397726844,11.459449645911004,18.207941575049908,11.970758959919237,1,3,3,4,0
Logistics,32.67523893783747,4.7816788059828825,8.210653667326408,16.47433837001661,4,1,1,4,0
Logistics,71.76923105413323,10.76630937912331,13.769544071546353,10.201499872362065,2,4,3,2,0
Tech,10.786433844424248,2.439174608277748,10.991963319241922,9.427110081841297,4,2,3,4,1
Tech,98.95683115440448,15.254874003367531,18.228421612141844,15.526054850712706,5,4,4,4,1
Tech,16.697788222901046,3.490533055200916,9.494998229948475,18.205523623541467,3,1,2,5,0
Healthcare,36.170490554399095,4.731123987884242,13.144831991974891,12.736148384014626,3,1,4,1,0
Logistics,82.35283759812472,12.709624289252464,15.794516444297933,17.02782495668787,2,2,3,2,0
Healthcare,16.928912900327507,3.364326033232127,10.07597617512844,17.15604673193118,4,3,5,2,1
Retail,2.748604628770379,3.295848245396771,10.1023294575979,12.580508835933932,4,1,1,5,0
Tech,30.54887554003497,6.165297430524182,9.390649426205336,13.486967415452543,3,5,4,4,1
Tech,72.8891678129727,10.07957454930913,16.585113000494523,18.747455154813558,4,2,1,1,0
Logistics,88.39925500724087,10.133074658627867,18.68337536383799,8.368413876434548,4,4,1,1,1
Finance,67.15335290546288,9.736744076590528,14.80583576352556,9.508301491152139,4,1,4,3,0
Finance,31.21304867385143,6.101768547299307,10.475708519977466,12.195763293764125,2,2,2,2,0
Tech,56.36586996350152,6.852489563545971,14.912549419856667,16.919773044423387,2,1,3,4,0
Retail,31.419163054841803,4.374699500656913,10.727256316337362,13.444062361924471,4,1,2,1,0
Healthcare,57.391140603339785,8.309723970153323,12.449787343378363,12.486064183269367,1,5,4,1,0
Finance,72.70927292242361,10.772619656647603,16.30613081571413,13.837934071505115,4,4,1,5,1
Healthcare,48.57197935337584,8.582719760500026,12.22953522682294,11.928243477184314,2,4,1,2,0
Retail,52.916310095566246,8.718803135758336,12.512371025662079,22.084566426283946,5,2,2,5,1
Finance,34.780964958591674,5.980304485319785,11.376576327433538,5.208883866847862,5,5,5,3,1
Healthcare,72.81903009807922,10.21087016395746,15.976143460049652,6.772771192802448,3,2,2,1,0
Finance,22.769871342582594,3.790222142732008,11.55211791668931,14.679050505185794,5,3,2,4,1
Retail,2.7997742820626836,4.847647025461227,8.856486237312186,13.665137907818153,3,3,3,1,0
Finance,25.696885389927083,5.826564543966562,10.468652705924002,7.743510723063858,5,1,2,1,0
Finance,92.87241979920444,11.236368740032768,19.372667071754282,10.73435189342115,2,2,2,3,0
Healthcare,9.263646272341575,4.6473910416635364,9.244685338584663,0.018347817518958087,1,4,5,5,1
Finance,80.21164471629001,11.02730718095231,15.430365368589907,10.147919469849576,5,4,1,5,1
Retail,29.117806474891516,4.426007844761237,10.54015555332722,10.709813183285451,1,4,5,1,0
Tech,11.541423909131797,4.837687231239422,10.082583462304079,10.85064670763861,5,3,3,4,1
Healthcare,43.663132089416024,9.179558880440055,14.127453808270985,7.806364255300384,4,5,2,5,1
Retail,39.743527238707564,5.358547251822808,13.650756048982368,8.603902350976162,3,4,5,2,1
Healthcare,2.0478461124399328,1.900836990721992,8.227571122240109,4.916845125933264,1,1,2,2,0
Finance,45.02986262437467,7.213976937554205,12.125670050868,14.326457903649148,4,5,1,3,1
Logistics,16.71177965914007,5.378548203979662,11.063011708111386,12.563425763408251,2,3,5,1,0
Retail,37.27095117728953,8.814919840252829,8.801222503072863,8.178713283915338,5,5,2,3,1
Logistics,65.50590173405827,10.230623507189451,14.836744198223396,8.77403046300635,3,5,3,2,1
Tech,13.090992325771877,0.9241254964444394,9.478017362088643,14.475275660634127,1,5,1,1,0
Retail,40.06262599041731,7.781824871558582,10.284442720435575,13.057166057549628,5,2,5,4,1
Finance,81.2451131720594,12.487305251296268,16.696777221069645,19.683205808418606,1,5,3,3,0
Retail,71.21089328535756,11.815841388015649,17.662678153036612,8.417085562743734,1,5,1,5,1
Tech,56.18138803383087,9.37606774872779,14.651142760473741,12.215823043834535,3,5,1,4,1
Retail,69.46721084790532,9.196152390497174,14.868615226403035,18.865395278621165,1,1,3,4,0
Logistics,18.15226334539579,3.635050405035213,7.423421666481968,14.162749801021366,5,3,4,5,1
Logistics,0.35664326795945556,2.90956522207599,5.757043256557692,17.274441462377656,4,3,2,4,0
Finance,93.33010482351945,12.187511681576897,17.09444556702045,10.897928245218562,5,3,4,2,1
Retail,87.49118332547884,13.655734362002534,17.080185868990974,7.506828104805304,2,3,2,5,1
Logistics,32.90594141012074,5.895149929984424,12.608698341771227,5.883918553055248,5,5,4,1,1
Healthcare,82.11927583636141,12.896590137181455,16.247601846554833,7.8995736066276105,3,4,5,3,1
Finance,51.46635387419801,9.001961127287114,13.357158607935984,9.95962835599863,5,3,3,1,1
Retail,58.6760265771483,9.540378741250445,13.686257179866962,16.528771352684466,3,2,1,3,0
Tech,77.0786915872659,12.326736796856803,18.70449056658303,11.767776534091308,4,1,4,3,0
Retail,35.131554525317554,7.229904490159894,12.921280541739817,12.603731268949145,5,4,3,3,1
Retail,70.16020934701173,7.930710588287168,13.51556204905144,7.002056599765991,3,1,1,2,0
Logistics,62.994696069833886,8.24870620555857,16.91036247918249,11.11591610319608,4,1,5,5,1
Retail,15.874919327138858,4.739268247002119,6.114389489217465,23.23387650375688,2,2,5,2,0
Finance,21.856778661252196,5.5506452718519395,9.439444692776512,12.722183593999816,2,1,4,1,0
Finance,79.24599925459974,8.93939081037031,16.671656708258837,14.132405886831728,4,5,5,3,1
Healthcare,70.8462347899363,11.626866040545442,15.589507705216073,9.173446657986695,3,5,4,2,1
Healthcare,71.72991516875344,15.004865333226599,13.802156750632724,8.386083128135182,1,5,2,5,1
Retail,10.368029037102922,3.2707232889961513,8.061075563584636,11.66461996770634,3,3,5,4,0
Tech,10.57352679264505,2.243812722386779,8.91224237339688,4.526078363943533,3,1,1,5,0
Tech,72.12682934854172,9.561233853435207,15.34805672795779,5.088886871563379,2,4,3,1,0
Finance,65.01130275414656,9.365308004935917,15.551401026985825,14.033638412751598,3,1,3,1,0
Retail,47.66704961596086,8.583654802729285,13.071116019027292,14.148297331610326,5,3,3,5,1
Retail,97.9835022632901,13.700502452605907,19.617397175086822,9.479185948792749,3,1,4,1,0
Finance,79.88504602006344,12.653187910418024,17.731005382533525,7.1291419905538325,1,3,5,3,1
Logistics,35.48014192813734,6.950298991244414,9.133298296135278,12.35937075449681,1,5,1,1,0
Retail,87.06235634113132,12.361405260392424,18.982396436143944,17.038435970650518,2,2,2,3,0
Logistics,80.99878750170902,13.460750324396336,16.007209856887805,8.164304587272394,3,3,1,5,1
Finance,67.03200658307816,13.72547599605264,14.279804389318786,13.074131973397263,1,4,1,1,0
Finance,84.99393107557464,11.531373162900138,14.548890292671334,14.143323098174758,1,2,4,3,0
Logistics,9.45287640004956,5.8760296458323245,9.305341414094459,9.956091477077797,5,2,2,4,1
Tech,91.82280556966069,13.241842644433941,16.982503521146473,9.912347717461468,2,4,3,4,1
Healthcare,22.526577869505505,4.004164853264477,10.823950993946314,8.119677110737056,5,1,3,3,1
Retail,45.44635068414695,7.750722045730118,11.105307689737073,5.076282420078824,2,3,3,3,0
Healthcare,90.41079054576358,13.79683155259346,19.761102940681436,13.305983322892967,2,1,1,3,0
Logistics,32.456428425547635,7.270972766980609,12.824276989531295,10.66061731344985,5,5,4,4,1
Tech,39.60419159248644,7.1046919448202335,9.672361886035329,19.36610283438239,3,4,2,1,0
Logistics,6.344930366003787,1.8213267377366797,10.714194850342142,5.692340018986953,4,4,5,4,1
Retail,18.341485379341705,6.852105754513442,8.912942086459443,7.632085960426645,5,2,3,2,1
Finance,81.06066125290391,9.728612793327933,16.538177933681382,5.720209394570814,1,1,4,4,0
Finance,90.05154924631367,10.84112582103537,16.867686969579378,12.735133215931306,3,2,2,1,0
Healthcare,81.71964537163797,11.490829296390805,19.02051907523713,18.069442115029858,1,2,5,3,0
Healthcare,83.55101545820595,11.985994905819746,15.849917770068682,15.21354368411368,5,2,1,2,0
Retail,9.025276168321739,3.041512626245265,5.90621189518637,20.922229766307417,2,5,1,3,0
Finance,7.6093973049830455,3.137175768149181,8.153247580407621,16.645737747066967,2,2,1,3,0
Healthcare,35.446162029588656,4.577229435728459,11.654869073439977,15.158371840500502,5,2,4,3,1
Retail,77.87805493770657,11.931963489184513,15.367644273407617,10.59957020402824,5,1,3,2,0
Healthcare,4.897138428552095,4.700722001918674,4.681976778279193,14.797488745233938,1,4,2,2,0
Retail,24.068490922334085,5.643184894387283,10.709991184104332,11.5696979652897,5,1,2,2,0
Retail,96.63972918742873,10.221848966189754,23.561029861170386,5.321883178621053,3,4,4,1,1
Retail,13.887222791593356,3.398929977189427,9.41341774689601,11.376484684316335,2,5,2,5,1
Logistics,77.37239280630193,11.588567785554048,17.36256698917332,9.8906174564297,2,2,1,1,0
Retail,80.87815461396943,8.369027848819965,16.550888369836862,12.849637327343084,5,4,2,5,1
Finance,9.887115505365095,2.676590204463307,6.30443704298588,11.056842776318756,5,1,4,1,0
Logistics,70.44619043679154,11.063715263987906,16.006291986620077,10.729644118100728,3,5,2,3,1
Finance,56.974823116329,7.503033595221951,13.315145571459835,8.11189770144567,3,5,2,1,0
Finance,64.74228989586328,10.405865272715971,14.694078098275781,10.268360169530919,2,5,3,4,1
Logistics,31.176405165212962,9.031446368874118,12.968302350930676,9.573719689186857,5,3,3,5,1
Healthcare,99.0102794112134,14.422558440368727,19.288623607067805,10.40458492484093,3,5,3,5,1
Finance,73.72032514262531,11.571699409678132,18.283285931309482,7.807318713642966,2,2,3,5,1
Tech,14.347724429784027,4.190822446204973,7.687635217213379,13.686081319897204,4,4,3,2,1
Healthcare,23.412564091857934,6.119590096683245,10.30455072678576,5.815801727135543,1,3,2,5,0
Healthcare,63.00731498609492,9.280187188423664,15.14485375409523,8.36623419323485,5,2,4,1,1
Logistics,68.75449055283308,11.677030001595421,18.347767427686957,9.22518126606937,5,1,1,1,0
Finance,81.61910627593066,14.398179681965678,13.989862398457099,15.341856851851839,5,3,3,5,1
Tech,61.342626152123195,8.72722266739575,11.876624294710904,16.862403979369887,3,2,5,4,1
Finance,77.93374372026054,12.785411278922261,13.696855737174525,0.6008740728441747,4,1,3,5,1
Finance,65.21691270917569,11.152623708323947,12.772965529283203,24.74734003003877,5,1,2,2,0
Finance,99.73445492834982,15.226878409234489,18.540868076808206,13.765776766799993,3,2,5,3,1
Finance,2.2905866597183855,4.603616672731969,11.348244809365891,9.578272114337643,4,3,5,5,1
Tech,11.601851127913953,4.982285215687857,7.5756564830831685,14.480705201130005,5,3,5,4,1
Finance,14.492155233813653,6.309648163662494,9.795481566129617,12.873367561633366,2,4,5,5,1
Logistics,63.49950702209236,8.373032761420589,19.038712614799476,10.166664444843764,3,3,2,4,0
Healthcare,77.03361216968224,12.812242274738644,15.867800474242078,11.50817784585797,2,4,3,2,0
Healthcare,40.06370441880279,6.631179594417912,12.281422155668203,12.002165080205438,5,4,5,5,1
Healthcare,73.1582711858835,9.404999933511471,17.57893594904888,13.640880421641617,4,5,5,4,1
Logistics,7.660290835821016,6.178915423016884,9.231884509034263,13.858383597196662,2,5,3,4,1
Tech,29.110490552717494,5.501579357413535,11.323998554458356,11.403276611584294,2,2,3,1,0
Retail,98.03784690587429,10.962062674889262,16.019673223669475,12.267587955764512,4,1,2,2,0
Retail,42.438107897820345,2.447627921286675,11.247281360740043,15.536737295222734,3,1,5,3,0
Logistics,35.09533247273796,6.821586826065884,10.379830335997301,16.26104490147118,1,1,4,1,0
Logistics,40.934296382894466,6.6936880878785505,11.307891744151343,11.395926340623772,2,5,5,4,1
Logistics,62.223775842430506,10.60632102549678,16.58576750058787,11.217506576058883,1,2,4,1,0
Retail,49.758570370686925,7.825210774262283,11.918137112498162,11.848270231749552,3,3,3,4,1
Tech,8.464993460641068,7.5652582779628155,7.234646291100317,5.395274360973579,5,3,1,1,0
Tech,28.22041605518083,6.583999751708578,10.668387744161533,12.30584953353958,3,3,2,1,0
Logistics,23.917475986165847,4.010874401563116,8.988764867065765,13.36057857767419,1,1,2,3,0
Retail,84.09420244918255,10.434411299277947,14.53745053448397,7.150194674107204,2,2,3,2,0
Healthcare,34.07187663070053,6.387346694587167,12.437183811717421,17.624800977755296,2,1,2,5,0
Tech,56.9897039170302,7.552610758637368,13.326211948599836,7.78995843821661,4,2,2,5,1
Finance,19.767908423568205,6.005171316326816,9.741821733492666,9.347544102505331,2,2,4,4,0
Healthcare,77.57557906202047,10.745739649075555,17.900920427962195,8.871836671978825,3,3,1,1,0
Healthcare,4.320286435217402,4.279964638234076,11.555068955003456,7.3546164792415905,1,5,5,5,1
Healthcare,11.64627488916321,1.571236521461211,5.410296987322805,13.067293569081,1,3,4,2,0
Healthcare,83.15453313427965,12.66610926784737,15.660389901159439,10.455867489497377,5,2,5,3,1
Logistics,80.07120592184847,10.1237059374036,18.16740911056334,12.5209683205819,3,2,2,1,0
Retail,25.36761515951301,6.234831209498185,8.184748761767302,7.4871437635520115,1,2,2,4,0
Tech,89.82385982001475,13.25739046731978,18.472805908362634,15.749758426869567,4,4,5,1,1
Healthcare,28.426869299455216,8.469837253193843,12.242036106693202,0.3520687691439338,2,4,5,3,1
Logistics,54.18955167669828,8.458916984987923,12.110515606620165,8.587340110298683,2,1,5,2,0
Finance,64.39030594358024,8.848426886178224,15.022496526774088,16.791024810996056,4,4,5,5,1
Finance,8.579108826203651,3.688731351975999,8.84969120615516,9.256623018199813,2,2,2,1,0
Tech,36.16414456171147,8.512618671830587,10.85816019973176,10.640281249770364,3,4,2,1,0
Logistics,6.438410592868083,0.47715990244259476,6.559959863632404,9.358271213278762,1,5,1,1,0
Retail,2.4613005603426275,3.8972904755049385,9.39444430203541,15.7089199057362,1,4,5,5,1
Tech,1.3847635506381906,7.808970104199406,8.800268131198411,15.212033019178774,3,3,3,4,1
Finance,64.26227549480159,9.893866964502669,13.577565002165143,13.612572124237907,1,5,4,4,1
Tech,50.30847954736897,6.67972971780789,11.443737380983656,8.502869030760916,3,5,5,1,1
Logistics,12.273931954430894,5.402124377087205,7.8612105188246515,11.052473270016511,1,2,1,2,0
Tech,36.89702095355373,7.842155283101864,12.388501943713539,12.037504550593237,2,1,5,5,0
Finance,37.53078420284921,7.960111916400827,11.501826940556763,6.746385776339326,1,3,2,2,0
Finance,98.02983319862062,14.030494225412303,17.895173158154982,11.914702924588072,1,3,1,1,0
Retail,32.80792178971665,6.5360271249779185,12.261375499253546,14.772096809592503,2,3,1,5,0
Finance,94.21963388357298,12.453750940931403,19.33649130361436,12.586411990517266,2,2,5,1,0
Finance,63.532039068559655,10.40442797354575,17.089652181618256,11.345097109019674,1,3,4,5,1
Logistics,11.499952665982393,3.958800024973642,8.447565840351432,13.777106509626652,5,2,2,3,0
Retail,79.72065717060325,11.755337511273995,18.390123991489087,6.936890818852667,4,3,4,4,1
Healthcare,69.55863480416035,10.191406069994827,19.021434542579563,12.74847653362022,2,1,2,2,0
Retail,45.4503600982602,11.990891146760633,13.542066628857686,9.64112798347033,5,4,3,2,1
Tech,32.17969085876088,4.794739109513665,10.204380542964843,10.783742060514406,4,1,2,3,0
Finance,21.35191808550664,4.035968631088297,9.049253198683367,8.356965814565664,4,4,4,5,1
Tech,2.5867081725420182,2.6008944820764617,5.363420583242308,12.033648022083693,2,5,3,2,0
Healthcare,8.857765992995514,2.4753524467506027,7.784425671919014,10.458014406946774,3,3,3,2,0
Finance,41.79178859880456,10.38704084535865,14.932131787614336,15.487616974911381,4,4,3,1,1
Tech,93.82854151526105,13.411175415471114,21.413014816135664,10.474347815381075,1,1,3,2,0
Logistics,21.88714293851557,6.4509511112731,9.193093089578033,13.305694077090843,2,3,2,2,0
Tech,23.212860210310595,5.35525665322113,9.723636659625956,12.021362672668104,1,5,3,4,1
Retail,13.73973810103708,3.8612640553501105,7.686448477051457,12.70089039557825,5,4,4,5,1
Logistics,53.72522720033387,11.300842513455995,13.561242554285068,15.902012663890597,2,3,3,4,1
Retail,50.509906174945755,10.722740425964318,14.42756528800403,10.791223065360352,1,5,4,2,0
Retail,16.779926716315842,6.660233882264526,8.478320257712747,14.390402304866454,2,3,4,3,0
Retail,53.94985480087132,8.487971263329072,14.5388573034261,12.608638483240682,2,4,1,5,1
Logistics,49.60014300716653,7.958353807412681,12.409888810592532,17.77632571169145,1,1,3,1,0
Logistics,23.330155374123272,4.825824455400484,8.744107233870702,16.51703276383842,2,1,4,3,0
Healthcare,88.19624278318685,14.425328733575405,16.1794084551595,13.069752982445083,4,4,1,4,1
Tech,98.51896896773886,13.676552095078803,20.9890214403396,7.017677313517367,5,4,3,4,1
Healthcare,48.05129861917358,8.411875185428494,15.110756111965612,9.554605479396422,4,1,3,1,0
Retail,46.82720216565569,10.108579131325108,14.371498016506251,13.400935158431047,2,3,3,4,0
Healthcare,75.07792421587989,10.992390200431082,13.043392638471452,15.701289350176625,2,4,2,1,0
Healthcare,6.684721981767606,2.9609690062663496,6.86624100082205,14.854549830278629,1,3,5,1,0
Logistics,89.16951159599876,12.620188455126241,18.57809464075385,6.36959749935738,3,5,2,1,0
Logistics,18.947962009551723,8.403574509386768,10.964853849960445,12.790942438445867,2,5,4,2,1
Retail,33.52479009312251,7.657372057216884,11.642953788784082,3.400884597553757,2,2,3,5,0
Logistics,9.175188782584575,5.707236267432091,8.03553903089131,15.317593675184176,5,4,4,5,1
Healthcare,27.686093154656476,7.568193006946477,11.91514773401406,15.22188707191125,5,5,4,5,1
Finance,88.03644095245727,10.417808175513903,19.773729013126434,10.693683269914876,5,3,3,5,1
Logistics,57.41555454323672,5.991434438650277,13.478155046623959,10.359907088960867,1,2,4,4,0
Retail,73.55533222833047,10.849047950584257,14.458848120989773,18.084507159816066,4,3,5,4,1
Tech,93.0331433196455,12.684583444544888,16.868212038591494,1.9798798872591181,1,3,3,4,0
Retail,7.813104293905582,4.232076075000099,8.661506907602675,8.120932563139352,4,1,1,3,0
